category,page_url,picture_url,title,company,work,qualification,favor,welfare,skill_stack,place,money,employee,first_cleaned_welfare,first_cleaned_works
DBA,https://www.wanted.co.kr/wd/122106,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F18957%2Fv3gxlhs5bwbayvzh__1080_790.jpg&w=1000&q=75,글로벌 증권플랫폼 데이터베이스 엔지니어,한국투자증권,"• AWS와 On-premise에서 DBMS 구축 및 운영
• 모니터링 및 분석
• 데이터 모델링 및 쿼리 최적화
• 장애 처리 및 트러블 슈팅","• Oracle 또는 Mysql 운영 경험 5년 이상
• RDBMS의 깊은 이해와 트러블 슈팅 능력
• OS, 네트워크등 인프라에 대한 이해","• 2가지 이상의 DBMS 운영 경험
• AWS 환경에서 구축, 운영 경험
• 대용량 서비스 운영 경험
• 증권 서비스 운영 경험","• 국내 최고 수준의 연봉과 성과급
• 설 상여 70만 원 / 추석 상여 70만원 / 가정의 달 50만원 지급
• 매월 개인연금 지급
• 자녀 대학교 학자금 100% 지원
• 유치원 자녀 지원금 3년간 10만원 지원
• 치과치료 및 병원비 실비 지원
• 본인을 비롯한 부모 및 자녀 각종 경조사비 지원 등
• 콘도 지원
• 자기 개발비 지원

* 기타
• 지원서 내용 중 허위사실이 있는 경우 합격이 취소될 수 있습니다.
• 3개월의 온보딩 기간 후 정규직으로 채용됩니다. 
   (온보딩 기간 중 처우는 정규직과 동일)
• 업무 진행을 위해 해외 출장이 있을 수 있습니다.","Git
Java
Kotlin
Swift
MVVM
Rx",강남역 부근,없음,2,국내 최고 수준 연봉 성과급 상여 추석 상여 가정 매월 개인 연금 자녀 대학교 학자금 유치원 자녀 원금 치과 치료 병원 실비 비롯 부모 자녀 사비 콘도 내용 허위 취소 온보딩 기간 온보딩 기간 처우 동일 해외 출장,AWS On premise DBMS 오다 구축 모니터링 분석 데이터 모델링 쿼리 최적화 장애 트러블 슈팅
DBA,https://www.wanted.co.kr/wd/111340,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F9634%2Flivotwqpr2h7c5fp__1080_790.jpg&w=1000&q=75,DBA,써머스플랫폼,"• DBMS 구축 및 관리 (Oracle, SQL server, Maria db)
• DB Migration
• DB 개발
• 쉘/파이썬 스크립트 개발","• 경력 : 신입이상 ~ 
• Oracle, SQL Server, Maria db, PostgreSQL, Altibase 중 1개 이상의 DBMS 구축 및 관리 경험
• TSQL, PL/SQL 등 SQL 개발 경험","• 대용량 DB경력
• e커머스 경력
• IT 관련 자격증 (정보처리기사, SQLD, SQLP, DASP, DAP)
• NoSQL(Graph db, Mongo db, Memory db 등) 구축 관리 경험","• HAPPY 데이
  - 임직원 생일 선물 지급
• Health 데이
  - 임직원 종합검진 지원
• Nuri 데이
  - 매월 셋째주 수요일 조기퇴근
• Play 데이
  - 사내 동호회 / 체육대회 / 워크샵 지원
• Refresh 데이
  - 1년이상 임직원 복지휴가 제공
• Monday 런치
  - 월요일마다 점심시간 1시간 30분
• 장기근속휴가지원
  - 3/5/7 장기근속시 휴가 + 휴가비 지원
• 성과보상제도
  - PI제도를 통한 성과급 지급
• 임직원 구매지원
  - 에누리가격비교사이트 애용시 E머니 적립
• 시차출퇴근제 / 자율출근제
  - 월~목 시차출퇴근제 / 금요일 (7:00 ~ 10:00) 자율출근제

• 명절선물 
• 경조사지원
• 어버이날 감사선물
• 임직원 근로복지 대출","ExpressJS
Linux
MySQL
React
VueJS
CSS
HTML
JavaScript
CSS 자바 스크립트
PostgreSQL
SPI
Spring Boot",서울특별시 금천구 가산디지털1로 186,3916,193,HAPPY Health Nuri Play Refresh Monday PI 데이 생일 선물 데이 종합 검진 데이 매월 수요일 조기 데이 동호회 체육대회 워크샵 데이 복지 휴가 런치 월요일 점심시간 장기 휴가 장기 휴가 휴가 성과 보상 성과급 구매 에누리 가격 비교 사이트 애용 멀다 적립 자율 금요일 자율 명절 선물 경조사 어버이날 감사 선물 복지 대출,DBMS Oracle SQL server Maria db DB Migration DB 구축 파이썬 스크립트
DBA,https://www.wanted.co.kr/wd/106365,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F9634%2Flivotwqpr2h7c5fp__1080_790.jpg&w=1000&q=75,[에누리가격비교] 써머스플랫폼 검색엔진 개발자,써머스플랫폼,"ㆍElasticsearch 기반 검색 시스템 개발 / 운영
ㆍ형태소 분석기 개발
ㆍ검색 API 서비스 개발","ㆍ학력 : 대졸이상
ㆍ경력 : 3년 ~ 10년
ㆍJAVA / Linux 환경 개발 경험자","ㆍ형태소 분석기 개발 경험
ㆍe-commerce 개발 경험
ㆍ대용량 DB 개발 경험
ㆍ루씬 기반 검색엔진 개발 경험
ㆍIT 계열 / 수학/ 통계 관련 학과 전공
ㆍIT 관련 자격증
ㆍIT 교육 이수자","• HAPPY 데이
  - 임직원 생일 선물 지급
• Health 데이
  - 임직원 종합검진 지원
• Nuri 데이
  - 매월 셋째주 수요일 조기퇴근
• Play 데이
  - 사내 동호회 / 체육대회 / 워크샵 지원
• Refresh 데이
  - 1년이상 임직원 복지휴가 제공
• Monday 런치
  - 월요일마다 점심시간 1시간 30분
• 장기근속휴가지원
  - 3/5/7 장기근속시 휴가 + 휴가비 지원
• 성과보상제도
  - PI제도를 통한 성과급 지급
• 임직원 구매지원
  - 에누리가격비교사이트 애용시 E머니 적립
• 시차출퇴근제 / 자율출근제
  - 월~목 시차출퇴근제 / 금요일 (7:00 ~ 10:00) 자율출근제

• 명절선물 
• 경조사지원
• 어버이날 감사선물
• 임직원 근로복지 대출","ExpressJS
Linux
MySQL
React
VueJS
CSS
HTML
JavaScript
CSS 자바 스크립트
PostgreSQL
SPI
Spring Boot",서울특별시 금천구 가산디지털1로 186,3916,193,HAPPY Health Nuri Play Refresh Monday PI 데이 생일 선물 데이 종합 검진 데이 매월 수요일 조기 데이 동호회 체육대회 워크샵 데이 복지 휴가 런치 월요일 점심시간 장기 휴가 장기 휴가 휴가 성과 보상 성과급 구매 에누리 가격 비교 사이트 애용 멀다 적립 자율 금요일 자율 명절 선물 경조사 어버이날 감사 선물 복지 대출,API 검색 시스템 형태소 분석 검색
DBA,https://www.wanted.co.kr/wd/44812,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F139%2F16849_2_0.__1080_790.jpg&w=1000&q=75,건쉽배틀: 토탈워페어 DBA,조이시티(JOYCITY),"ㆍ모바일 게임 DB 성능 개선 및 개발 지원
ㆍ모바일 게임 DW 구축 및 운영, 데이터 추출 지원","ㆍ3년 이상의 관련 경력을 보유하신 분

ㆍSQL Server 사용 경험이 있으신 분

ㆍSQL Server 모니터링 및 트러블 슈팅 경험이 있으신 분",■ 게임 업계 DBA 경력,"조이시티가 더 궁금하시다면!?
- 조이시티 LinkedIn : ",MSSQL,"경기 성남시 분당구 분당로 55 10층 (서현동, 분당 퍼스트타워)",6759,288,LinkedIn 조이시티 궁금하다 조이시티,DB DW 모바일 게임 성능 개선 모바일 게임 구축 데이터 추출
DBA,https://www.wanted.co.kr/wd/60312,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F12244%2Fj91cjy8cn4oigeyl__1080_790.jpg&w=1000&q=75,[판교] 백엔드 리더 개발자,와따,"• 위치정보 서비스 플랫폼 백엔드 서버 운영프로그램, DB 설계/개발
• 서버 안전성과 매칭 플랫폼 서비스를 제공 하기 위한 프로그램 설계 및 개발
• 신규서비스의 설계 및 개발
• 웹사이트, 백오피스 개발
** 병역특례전문연구원 지원 가능","• 경력 : 경력 5년 이상
• java , jsp, spring framework 에 대한 이해가 있는 분
• REST API 개발 경험이 있으신 분
• AWS 상에서의 개발/배포의 경험이 있으신 분
• 데이터베이스에 대한 이해 및 업무 활용 경험
• 데이터 베이스 성능 최적화를 경험한 분(우대)","• 해당직무 근무경험
• Python, Node.js를 이용한 개발 경험 있으신분
• 공학계열 전공
• 클라우드 환경 서버 개발 경험, AWS 환경 구축","ㆍ 탄력 근무제 실시(출근 : 8~10시 , 퇴근 5~7시)
ㆍ 중식 제공
ㆍ 생일 유급 휴가 제공
ㆍ 강요 없는 자유로운 회식
ㆍ 눈치 보지 않고 휴가/연차 사용
ㆍ 최신형 개발 장비 지급
ㆍ 자기개발비 지원(도서구입, 온라인 강의, 세미나 참석 등)
ㆍ 인재 추천 지원금
ㆍ 우리 사주 및 스톡옵션 제공
ㆍ 퇴직금, 장기 근속자 포상
ㆍ 경조사비 지급, 국책 연구과제 연수수당 지급, 특허 출원 수당 지급
ㆍ 원하는 직원에 한해 해외 법인 순환 근무 기회 제공

* 연봉 협상은 개인 역량에 따라 협의하고 있습니다.
* 재직중인 분들은 퇴근(오후 6시) 후 면접 가능합니다. 
* 궁금하신 내용은 인사 담당자에게 문의 주시면 됩니다.","Git
GitLab
Android
iOS
Linux
React
VueJS
WebGL
C#
Kotlin
Python
Rust
AWS
C++
DevOps
Spring Framework
GIS
OpenCV
LiDAR
GIS 응용 프로그램","경기도 성남시 분당구 대왕판교로 670, 유스페이스2 B동 403호",4253,21,탄력 무제 실시 중식 생일 유급 휴가 강요 자유롭다 회식 눈치 휴가 연차 최신 장비 자기개발 도서 구입 온라인 강의 세미나 참석 추천 원금 사주 스톡옵션 퇴직금 장기 근속 포상 사비 국책 연구 과제 연수 수당 특허 출원 수당 한해 해외 순환 기회 연봉 협상 개인 역량 재직 오후 궁금하다 내용 인사 담당자 문의 주시,DB 정보 플랫폼 백엔드 서버 설계 서버 안전성 매칭 플랫폼 설계 신규 설계 웹사이트 백오피스 병역 특례 전문 연구원
DBA,https://www.wanted.co.kr/wd/108642,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F13634%2Fy7qukir50ureafsc__1080_790.jpg&w=1000&q=75,모바일 DBA,블루포션게임즈,"• 담당업무
  - 모바일 MMORPG DB 개발 및 유지보수
  - 게임 통계 작업, 운영툴 SP 개발 및 유지보수

• 업무 경력
  - 신입, 경력

• 고용 형태
  - 정규직

• 전형절차
  - 서류심사 - 1차 면접(실무) - 2차 면접(대표이사) - 합격자발표","• MS-SQL에 대한 이해
• MS-SQL 성능 최적화, 모델링, SP 개발, 쿼리 튜닝 가능
• 모바일 플랫폼에 대한 이해
• 원활한 커뮤니케이션 능력

[이력서 필수기재]
 - 이력서 내 '간단 소개글'에 기재 부탁드립니다:)
• 생년월일 (나이)
• 경력년수","• 게임 DB 개발 경험
• 상용 게임 오픈 경력","• 4대보험 가입
• 인센티브 및 성과보상제도
• 주식매수선택권(스톡옵션) 부여
• 복지포인트 제도
• 장기 근속 포상제
• 종합건강검진 지원
• 점심 식대 지원
• 야근 식대 지원
• 야근/조기 출근 교통비 지원
• 휴일 근무 시 대체휴무 지급  
• 각종 경조사 지원
• 생일 및 명절 선물 지급
• 출산 휴가, 육아 휴직
• 팀 회의/워크샵 지원
• 퇴직연금제도 지원
• 업무 도서 구매 지원","MMO
품질 향상
테스트 케이스
테스트 계획
테스트 관리
RPG
모바일 게임
Unity3D","서울 강남구 테헤란로309, 2층(삼성제일빌딩)",4500,99,보험 가입 성과 보상 주식매수선택권 스톡옵션 복지 포인트 장기 근속 상제 종합 건강검진 점심 식대 야근 식대 야근 조기 교통비 휴일 대체 휴무 경조사 생일 명절 선물 출산 휴가 육아 휴직 회의 워크샵 퇴직 연금제 도서 구매,MMORPG DB SP 모바일 유지 보수 게임 통계 작업 유지 보수 경력 신입 경력 고용 형태 심사 실무 대표이사 합격자발표
DBA,https://www.wanted.co.kr/wd/72604,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F2057%2Fnleg3vjamchulwgs__1080_790.jpg&w=1000&q=75,Data Engineer 데이터 엔지니어,휴톰,"[경력 1, 신입 1 채용]
- 병원에서 제공 받은 수술 비디오, CT 영상 등 다양한 수술 의료 데이터를 DB로 구축하고 이를 안전하고 효과적으로 운영하는 방안을 고민합니다.
- 구축할 DB의 신뢰성을 높이기 위해 데이터 정제 및 ETL 처리를 자동으로 수행할 수 있는 데이터 파이프라인을 개발 / 운영합니다.
- 구축된 DB에 기반한 수술 의료 분야 인공 지능 학습을 위한 데이터 어노테이션 및 전처리 자동화 도구를 개발 / 운영합니다.
- 수술 의료 분야 인공 지능 서비스의 트레이닝 및 서빙을 위한 최적의 ML-OPS 시스템을 구축하고 이에 대한 효율적인 운영을 고민합니다.","- 새로운 시도를 두려워하기 보다 즐길 줄 알며 새로운 기술을 받아들이는데 적극적인 분
- Python, Javascript, Go 등 한 가지 이상의 언어로 개발이 가능한 분
- 알고리즘, 데이터 구조, OS 등 기본적인 CS 지식에 대한 이해가 있는 분
- DB 구축 및 관리 경력 2년 이상 또는 그에 준하는 실력을 보유한 분(신입도 가능)
- NodeJS, Django 등 서버의 백엔드 개발 및 운영 경험이 있는 분","- 소통이 원할하며 업무에 주도적인 분
- Kubernetes나 Docker를 사용한 개발 경험이 있는 분
- 분산 처리 기술 관련 개발 경험이 있는 분
- Pytorch, Tensorflow 등 딥러닝 프레임워크 사용 경험이 있는 분
- MLOPs 관련 트레이닝 및 서빙 관련 개발 경험이 있는 분","• 휴톰의 복지
- 자기계발비 연간 120만원 지원
- 생일 축하 상품권 지급
- 명절 상여금 지급
- 맛있는 간식 무제한 제공
- 자유로운 자기결재 연차 사용
- 외부교육 지원 : 세미나, 컨퍼런스, 기타 외부 교육 비용 지원
- 업무용 도서 구매 지원
- 직무발명보상제 Max 250만원 지원
- 좋은 인재 추천시 포상금 100만원 지급
- 종합 건강검진 지원

• 근무환경
- 채용형태: 정규직 (수습 3개월 후 정규직 전환, 월급 동일함)
- 근무시간: 주 40시간 / 유연근무제도 (Core Working Time 10시 ~ 16시)
- 근무지역: 휴톰 본사 (서울특별시 마포구 독막로 279 상장회사회관 6층)
- 급여: 면접 후 결정 (업계 최고 수준의 연봉)
- 의견 제시가 자유로운 자기 주도적 팀 분위기
- 개인에게 개발용 고성능 맥북 제공
- 데이터 및 ML-OPS를 위한 고성능 서버가 구비된 IDC
- 사무실 바로 옆 경의선 숲길 속 쾌적한 환경과 세련된 편의 시설

• 전형절차
- 서류전형 → 실무진 면접 → 임원진 면접 → 최종합격","Github
Linux
Pytorch
React
Tensorflow
C#
JavaScript
Node.js
Python
R
데이터베이스
C++
데이터 분석
Docker
Unity3D",서울특별시 마포구 독막로 279 상장회사회관 6층,4130,73,Max Core Working Time ML OPS IDC 휴톰 복지 자기계발 연간 생일 축하 상품권 명절 상여금 맛있다 간식 무제한 자유롭다 결재 연차 외부 교육 세미나 컨퍼런스 외부 교육 비용 도서 구매 직무 발명 보상 좋다 추천 상금 종합 건강검진 형태 수습 전환 월급 동일하다 근무시간 유연근무제 지역 휴톰 서울특별시 마포구 막다 상장회사 회관 결정 업계 최고 수준 연봉 의견 제시 자유롭다 주도 분위기 개인 고성능 맥북 데이터 고성능 서버 구비 경의선 숲길 쾌적하다 세련되다 편의 시설 실무 임원진,CT DB DB ETL DB ML OPS 경력 신입 병원 받다 수술 비디오 영상 다양하다 수술 의료 데이터 구축 안전하다 효과 방안 구축 신뢰 높이다 데이터 정제 자동 데이터 파이프라인 구축 수술 의료 분야 인공 지능 학습 데이터 놓다 자동화 도구 수술 의료 분야 인공 지능 트레이닝 서빙 최적 시스템 구축 효율
DBA,https://www.wanted.co.kr/wd/118692,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F53%2Fzkuycl59i67pmnhl__1080_790.jpg&w=1000&q=75,[Coupang] Database Engineer,쿠팡,"DBA팀은 Database engine과 Storage를 관리하는 팀으로서, Aurora MySQL, Postgres 등 쿠팡 전사의 RDBMS를 관리하고 있으며, 그 외에도 In-house 데이터베이스와 NewSQL 관리 영역을 점차 확대해나가고 있습니다. 
데이터가 많아지고 데이터베이스가 확장됨에 따라 이를 효율적으로 관리하기 위한 툴 개발, 개발팀을 위한 오퍼레이션툴을 개발하여 DevOps로 영역을 확장하고 있으며, SRE 관점에서의 안정적이고 전문적으로 데이터베이스를 운영하고 있습니다.","-2년 이상의 frontend/backend 개발 경험과 1년 이상의 데이터베이스 사용 경험이 있고 데이터베이스에 관심이 많아 DBA로 전향하고 싶은 사람 
- 웹서버 개념, API에 대해 이해하고 있으며 자동화에 관심이 있는 분 
- RDBMS 특성을 알고 있으며, 그에 따른 SQL튜닝이 가능한 분","- Front end 개발 경험 우대 
- 프로그래밍 및 스크립트 스킬 (Python, Java, Go 선호) 
- 1개 이상의 데이터베이스 운영 경험 (MySQL, PostgreSQL, SQL Server, NoSQL 등) 
- RDS, EC2, EBS, S3 등 AWS 서비스 경험 
- 컴퓨터 공학 또는 관련 분야 학사 학위 소지자","• 주 5일 유연근무제
• 주 1회 재택근무제
  - 본인의 라이프스타일에 따른 자율 책임근무 가능!
  - 일주일에 한번은 우리집을 오피스처럼. 재택근무를 통해 집중해서 집에서도 개발가능!
• 열린 문화, 배움을 장려하는 문화
  - 직책과 위계질서 대신 다양성이 공존하는 문화
  - 배움 있는 삶, 사내 기술공유를 통한 스터디 활성화
  - 외국어 및 기타 업무스킬관련 교육 무제한 지원
• 임직원 단체 상해보험
  - 직계가족 대상 실손보험 지원
• 휴게공간
  - 열심히 일한 당신을 위한 한강뷰 카페테리아,
  - 300원에 모든 음료를 즐길 수 있는 밴딩머신 등
• 무료 조식/석식 지원
  - 맛있게 먹는 밥은 0칼로리
• 자유로운 휴가 만끽, 사유없는 연차사용
• 쿠팡 구매금액의 5% 캐시백 (최대 연간 400만원)
• 다양한 취미를 즐길수있는 사내동호회 및 동호회비 지원
• 임직원가 휴양콘도 사용
• 최신 맥북 지원
• 연1회 건강검진 제공 
• 명절 상여금 지급
• 각종 경조사 지원(경조금, 경조휴가) 등

[전형 절차 및 안내 사항 ]

• 전형 절차 
  1. 서류전형 - 전화면접 -  대면면접 - 최종 합격   
  2. 전형 절차는 직무별로 다르게 운영될 수 있으며, 일정 및 상황에 따라 변동될 수 있습니다. 
  3. 전형 일정 및 결과는 지원서에 등록하신 이메일로 개별 안내 드립니다. 

• 참고 사항 
  1. 본 공고는 모집 완료 시 조기 마감될 수 있습니다.   
  2. 지원서 내용 중 허위사실이 있는 경우에는 합격이 취소될 수 있습니다.  
  3. 보훈대상자 및 장애인 여부는 채용 과정에서 어떠한 불이익도 미치지 않습니다. 

 •개인정보 처리방침 
  1. 쿠팡 그룹은 입사지원자 개인정보 처리방침(아래 링크)에 따라 귀하의 개인정보를 수집하여 처리합니다. 
  2.","Java
AWS
Apache Kafka
Spring Boot",강남구 테헤란로 332 현정빌딩 (HJ 타워),4101,22,유연근무제 재택근무제 라이프스타일 자율 책임 일주일 오피스 재택근무 집중 열리다 배움 장려 위계 질서 대신 다양성 공존 배움 공유 스터디 활성화 외국어 스킬 교육 무제한 상해 보험 직계 가족 대상 실손 보험 휴게 공간 한강 카페테리아 음료 즐기다 밴딩 머신 무료 조식 석식 맛있다 먹다 칼로리 자유롭다 휴가 만끽 사유 연차 쿠팡 금액 캐시 최대 연간 다양하다 취미 즐기다 동호회 동호 회비 휴양 콘도 최신 맥북 건강검진 명절 상여금 경조사 조휴 전화 대면 직무 별로 다르다 일정 상황 변동 일정 원서 등록 이메일 개별 공고 모집 완료 조기 마감 내용 허위 취소 보훈 대상자 장애인 과정 불이익 개인정보 방침 쿠팡 개인정보 방침 링크 귀하 개인정보 수집,DBA Database engine Storage Aurora MySQL Postgres RDBMS In house NewSQL DevOps SRE 쿠팡 데이터베이스 영역 점차 확대 나가다 데이터 많아지다 데이터베이스 확장 효율 오다 레이 션툴 영역 확장 관점 안정 전문 데이터베이스
DBA,https://www.wanted.co.kr/wd/111101,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F53%2Fzkuycl59i67pmnhl__1080_790.jpg&w=1000&q=75,Senior Database Engineer (Storage Platform),쿠팡,전형절차: 서류전형 - 스크리닝 - 전화면접 - 대면면접 (온라인 진행) – 최종 합격,"자격요건: 
- 5년 이상의 RDBMS(MySQL/PostgreSQL) 데이터베이스 유지보수, 트러블 슈팅 경험  
- RDBMS 특성을 알고 있으며, 그에 따른 SQL튜닝이 가능한 분 
- 데이터베이스 엔진 1개 이상에 대해 트러블 슈팅이 가능한 분 
- 새로운 기술을 습득하는 것에 거부감이 없는 분","우대사항: 
- 프로그래밍 및 스크립트 스킬 (Python, Java, Go 선호) 
- 다양한 종류의 데이터베이스 경험 (MySQL, PostgreSQL, SQL Server, NoSQL 등) 
- RDS, EC2, EBS, S3 등 AWS 서비스 경험 
- Front end 개발 경험 우대 
- 컴퓨터 공학 또는 관련 분야 학사 학위 소지자","[전형 절차 및 안내 사항 ]

• 전형 절차
  1. 서류전형 - 스크리닝 - 전화면접 - 대면면접 – 최종 합격
  2. 전형 절차는 직무별로 다르게 운영될 수 있으며, 일정 및 상황에 따라 변동될 수 있습니다.
  3. 전형 일정 및 결과는 지원서에 등록하신 이메일로 개별 안내 드립니다.

• 참고 사항
  1. 본 공고는 모집 완료 시 조기 마감될 수 있습니다.
  2. 지원서 내용 중 허위사실이 있는 경우에는 합격이 취소될 수 있습니다.
  3. 보훈대상자 및 장애인 여부는 채용 과정에서 어떠한 불이익도 미치지 않습니다.

 •개인정보 처리방침
  1. 쿠팡 그룹은 입사지원자 개인정보 처리방침(아래 링크)에 따라 귀하의 개인정보를 수집하여 처리합니다.
  2.","Java
AWS
Apache Kafka
Spring Boot",강남구 테헤란로 332 현정빌딩 (HJ 타워),4101,22,스크리닝 전화 대면 직무 별로 다르다 일정 상황 변동 일정 원서 등록 이메일 개별 공고 모집 완료 조기 마감 내용 허위 취소 보훈 대상자 장애인 과정 불이익 개인정보 방침 쿠팡 개인정보 방침 링크 귀하 개인정보 수집,스크리닝 전화 대면 온라인
DBA,https://www.wanted.co.kr/wd/80639,https://image.wanted.co.kr/optimize?src=https%3A%2F%2Fstatic.wanted.co.kr%2Fimages%2Fcompany%2F2585%2Fc8wew63lufv8kan9__1080_790.jpg&w=1000&q=75,[Tech] 데이터베이스 관리자,더블유컨셉코리아(W컨셉),"• W컨셉 전사의 데이터베이스 운영 및 관리
• MSSQL, MySQL 구축 및 운영
• 데이터베이스 성능 분석 및 모니터링 / 장애대응
• 데이터 모델링 및 성능 튜닝 등 개선 업무
• On-premise to Cloud 마이그레이션 및 Cloud 환경에서의 운영","• 학력 : 대졸 이상
• 경력 : 관련 직무 경력 4년 이상
• 전공 : 전산학/컴퓨터 공학 전공 또는 동등의 학력을 가지신 분

직무요건
• MSSQL, MySQL 데이터베이스 관리 및 운영 경험 있으신 분
• 데이터베이스 성능 튜닝 및 쿼리 튜닝을 해보신 분 
• 데이터베이스 모니터링 계획 수립 및 운영을 해보신 분
• 데이터 백업 계획 수립 및 인프라 구축 경험이 있으신 분
• 데이터베이스 컴플라이언스 대응 경험이 있으신 분

채용 절차
• 서류전형 -＞ 1차 인터뷰 -＞ 2차 인터뷰 -＞ 경력 검증 -＞ 최종 합격","• 이머커스 플랫폼에 대한 이해도 및 대용량 데이터베이스 OLTP 운영 경험이 있으신 분
• MSSQL HA 구축 및 운영 경험이 있으신 분
• AWS RDS 마이그레이션 및 운영 경험이 있으신 분
• 대용량 트래픽 처리를 위한 데이터베이스 아키텍처 설계 및 구성 경험이 있으신 분","""We made our Life With W Concept""

누구나 자신의 스타일을 만들고 즐길 수 있는 W컨셉처럼,
구성원들의 행복을 위한 다양한 복지제도를 함께 소통하며 만들어나가고 있습니다.

＜개인의 행복한 일상을 존중합니다.＞
• 셋째 주 금요일 Culture Day에는 3시간만 근무합니다.
• 급여일 Delicious Day엔 동료와 맛있고 여유로운 2시간 점심식사를 즐기실 수 있습니다.
• 생일 또는 결혼기념일에는 4시간만 근무하는 특별한 퇴근으로 소중한 날을 기념하실 수 있습니다.
• 급한 볼 일이 생겨도 2시간씩 나누어 쓰는 반반차를 편하게 사용할 수 있습니다.
• 입사 첫 달에도 쓸 수 있는 하루의 Rookie 휴가가 있으니 염려하지 않으셔도 됩니다.

＜가족과 함께하는 행복을 지원합니다.＞
• 엄마가 된 당신에게 임신기 단축근로 및 산전/후 휴가와 육아휴직이 있으니 아이가 크는 모습을 놓치지 마세요.
• 아빠가 된 당신에게 배우자 출산휴가가 있으니 소중한 순간을 놓치지 마세요.
• 기쁨과 슬픔을 나눌 수 있는 경조제도로 당신과 함께합니다.
• 시차출퇴근제 및 재택근무로 다양한 라이프 스타일에 맞춰 업무를 할 수 있습니다.

＜내일 더 발전할 당신을 응원합니다.＞
• 분기 별 30만원의 자기개발비가 지원되니 나를 위한 투자를 아끼지 마세요.
• 회사와 함께 해주신 당신에게 Refresh 휴가가 제공됩니다.
(3년-3일, 5년-5일+100만원, 10년-10일+200만원)

＜신세계 그룹의 복지도 제공됩니다.＞
• 백화점/마트/커피 등 계열사 임직원 대상 할인을 받을 수 있습니다.
• 의료비 자기 부담금 지원(본인 및 가족)으로 건강을 챙기실 수 있습니다.
• 자녀 교육비(유치원~대학교) 및 형제자매 교육비가 지원됩니다.
• 임직원을 위한 호텔/리조트 패키지로 즐거운 여행을 준비할 수 있습니다.

＜그 밖에 이런 편리도 드릴게요.＞
• WCONCEPT 자사몰 할인 혜택을 드리니 즐거운 쇼핑하세요.
• 회사 주변 제휴업체(식당&카페)의 할인을 제공해드리니 저렴하게 즐기세요.
• 불가피한 야근을 한다면 저녁 식사비와 야근 교통비를 제공합니다.
• 찬바람이 불어오면 독감 예방접종으로 건강 걱정을 줄여드립니다.
• 달달한 간식과 힘 나는 커피는 상시로 준비되어 있습니다.","Firebase
ObjectiveC
Swift
MVC
MVVM
API","서울특별시 강남구 테헤란로 14길 16, 5층",4496,261,We made Life With Concept Culture Day Delicious Day Rookie Refresh WCONCEPT 스타일 즐기다 컨셉 행복 다양하다 복지 소통 나가다 개인 행복하다 일상 존중 금요일 맛있다 여유 점심식사 즐기다 생일 결혼기념일 특별하다 소중하다 기념 급하다 생기다 편하다 쓸다 하루 휴가 염려 가족 행복 엄마 신기 단축 산전 휴가 육아휴직 크다 모습 놓치다 말다 아빠 배우자 출산휴가 소중하다 순간 놓치다 말다 기쁨 슬픔 제도로 재택근무 다양하다 라이프 스타일 맞추다 내일 발전 응원 분기 자기개발 나르다 투자 아끼다 말다 해주다 휴가 신세계 복지 백화점 마트 커피 열사 대상 할인 받다 의료 부담 가족 건강 챙기다 자녀 교육비 유치원 대학교 형제자매 교육비 호텔 리조트 패키지 즐겁다 여행 준비 편리 자사 몰다 할인 혜택 즐겁다 쇼핑 주변 제휴 업체 식당 카페 할인 저렴하다 즐기다 불가피하다 야근 저녁 식사 야근 교통비 바람 불어오다 독감 예방접종 건강 걱정 줄이다 달달 간식 커피 시로 준비,MSSQL MySQL On premise Cloud Cloud 컨셉 데이터베이스 구축 데이터베이스 성능 분석 모니터링 장애 대응 데이터 모델링 성능 튜닝 개선 마이 그레이
